EGT;352;1
8PE;352;1
CES;352;1
ANE;352;1
TTM;352;1
EMA;352;1
HUL;353;1
EUG;353;2
SIM;353;1
KIE;356;2
RFA;356;2
BER;357;1
PAT;357;0
ISP;359;1
STO;359;2
JUN;359;1
IUM;359;1
TCO;359;1
ARV;359;1
BED;359;1
0LE;359;1
ITC;360;1
UGR;360;1
IBE;360;1
KS1;360;1
SDA;361;1
GRA;364;0
STR;364;3
ENN;364;6
KUA;365;1
USS;365;4
COL;367;1
IHN;367;3
NEH;367;1
AUT;367;5
ABY;367;2
OLL;367;1
KAS;368;1
202;368;2
LLO;368;1
FRI;368;1
ABS;368;1
BES;368;1
ETT;368;1
UKA;368;2
RRR;369;1
RES;370;5
ATI;370;0
TEN;373;0
OLA;374;1
EDE;375;1
EXI;375;2
EDL;375;2
IS8;375;1
LAN;376;1
00L;376;1
ESO;376;3
OMA;377;4
BAR;378;1
ABE;380;0
DAB;381;1
IGE;381;0
NIE;382;4
18M;383;1
UMC;383;1
SAB;383;1
LIS;383;4
ZUB;383;1
UNE;384;0
ETR;384;1
EXP;384;1
010;384;1
NIN;384;1
TSD;384;1
AGE;384;2
ZUG;388;2
KED;389;1
GPM;389;3
RRT;390;1
ESS;391;2
FFT;391;1
DAY;392;1
AGT;392;2
IBR;392;1
ETA;392;1
141;392;1
PLR;392;1
INT;392;0
NTG;392;1
RFE;395;2
NZU;395;2
TZ1;396;1
519;398;1
EHM;399;1
KNN;400;1
ÖNE;401;1
CLE;401;3
EDR;401;3
REC;402;1
ELL;406;0
140;407;1
EBE;407;3
ANU;407;1
052;407;2
MIE;407;1
HME;408;1
NSM;408;1
RBR;408;1
REM;408;1
120;408;1
BAH;408;1
ALI;408;3
NTR;408;4
ISL;409;1
OBA;411;2
ANS;413;0
NZI;415;2
EVA;415;1
HED;416;1
405;416;2
RCE;418;3
ERS;421;0
RAB;423;1
NCE;423;1
ECE;424;1
915;424;1
ßIG;424;1
MÄß;425;1
AUD;429;6
RBE;430;0
8TH;431;1
RMI;432;1
RSI;432;0
MGE;433;1
SVE;433;1
TEL;434;0
051;438;1
TRY;439;1
CKK;440;1
NER;440;0
SPE;440;3
RSZ;440;1
XCE;440;1
SAP;441;1
SNE;441;1
FON;442;3
AWA;445;1
LOB;447;2
ART;447;0
PAR;448;1
CHC;448;9
FST;448;0
FGT;448;1
NG1;449;1
196;449;1
LO1;449;3
IGT;452;2
LAW;456;2
PDL;456;1
XPW;456;1
MED;456;1
EXT;457;1
GTH;457;1
USF;460;3
ATM;463;1
FDA;463;3
TGR;463;0
DOK;464;1
TEI;464;0
105;465;0
DNE;466;3
RVE;471;1
EXC;471;1
RHE;472;1
BET;472;2
203;472;1
KKU;472;1
RUM;475;2
ZIA;476;2
0SV;481;1
GEF;482;1
SFA;486;3
CSV;488;1
BUC;488;0
SMA;492;0
EFE;495;1
UGE;496;1
RTS;496;1
NNE;498;0
RTR;499;2
FUN;502;5
LLL;504;1
ASA;504;1
BE1;506;1
000;506;3
EMY;511;1
ALS;512;0
C18;513;1
GSP;520;1
HAN;527;0
MBI;528;1
F14;529;1
AAU;529;1
ROR;535;2
HCH;536;1
SOR;536;2
GNI;536;2
DJE;536;2
CLA;539;5
ISI;540;2
ÄMM;543;1
KÄM;543;1
DET;543;1
UPB;544;1
TSH;548;0
NAU;549;2
IES;549;0
CAR;552;1
LBA;560;2
NGH;560;1
BHM;560;1
ONK;560;1
ERH;564;0
TTA;569;2
GJO;575;0
TST;575;1
ESI;575;0
TEX;576;1
MLU;584;1
AAA;585;13
HNE;588;3
TTE;591;0
ISS;592;0
229;594;1
FRE;597;3
CHL;597;3
SSC;600;1
UAA;600;1
ÄßI;600;1
IAL;607;0
IIT;608;1
ZTS;608;1
THH;608;1
ENE;609;0
DEK;624;1
LIN;629;3
EKI;632;1
TII;633;1
FLL;640;1
DEI;644;0
UGN;644;2
NAA;645;1
RGC;647;1
NOV;648;1
NEL;649;1
YSL;657;1
CMD;659;1
ERA;660;2
LLB;663;1
GHA;664;1
GFA;664;1
GCO;664;1
RGJ;664;0
RHA;666;0
SCO;669;0
DIE;670;0
ENG;672;0
MYS;672;1
REW;679;1
GBE;680;1
0NA;683;2
RSO;687;1
ORD;687;0
EGB;687;1
04V;696;1
EWI;696;1
FKI;697;1
HML;697;1
AHC;703;1
HEE;704;0
NWI;704;4
004;704;1
HHA;704;1
LSM;711;1
FGF;712;1
SMÄ;712;1
RFV;712;1
INO;712;1
IDE;712;2
UAR;718;1
BVE;719;1
SSO;719;2
PWS;720;1
ORO;720;1
NGR;723;2
SAL;724;2
THN;728;1
OVI;735;0
SEL;735;1
ONI;736;1
EKU;736;1
INS;736;2
BUB;744;1
38X;745;1
TBU;745;1
ATH;752;1
RDN;754;3
MDA;754;1
IMU;760;1
CER;760;1
MFE;768;1
FFR;775;1
SSP;783;1
GLO;783;2
MAT;784;0
CMF;791;1
T01;799;3
ROO;800;1
NBH;800;1
AT0;809;3
OOR;815;1
CAT;815;1
TRP;816;1
491;816;1
RNO;817;1
ORE;823;3
SMT;840;1
LUR;840;1
WSM;848;1
LSH;848;1
PRS;857;1
TMU;864;1
MUM;864;1
APB;864;1
FDJ;868;2
RLU;871;1
SUU;872;1
NEE;872;0
ISA;872;1
46I;881;1
RPA;881;1
SHA;881;1
NSI;894;0
6IU;897;1
KAN;899;5
DSM;904;2
CC3;907;1
TFU;913;1
ROV;921;1
NLE;929;0
LED;944;1
EII;946;3
NSC;965;0
ZZZ;975;1
ELI;984;2
IIE;988;3
GIT;993;1
PBE;998;1
FVE;999;1
RTF;1000;1
APR;1001;1
003;1002;2
049;1016;1
UUN;1024;1
FFG;1025;1
OBD;1025;0
DFA;1032;1
EEN;1035;0
200;1044;2
NKA;1048;1
DLJ;1049;1
EFF;1057;1
UOU;1070;1
ENS;1096;0
VTE;1112;1
L99;1120;1
109;1120;0
OUO;1121;1
CFV;1129;0
PBU;1135;1
ANT;1135;1
TAC;1142;1
DTE;1144;1
SVT;1168;1
MCS;1168;1
GGP;1176;1
ACL;1182;1
OTI;1200;1
IOT;1216;1
7HE;1224;1
EIC;1229;0
SSD;1240;1
LJT;1279;1
BDE;1280;1
HTE;1294;2
VLE;1312;1
NHO;1312;1
EBI;1321;1
ERB;1327;0
REB;1329;1
SZZ;1329;1
HFR;1336;1
DNN;1377;1
CMC;1391;2
MGP;1391;1
GPH;1408;1
ALN;1421;1
ZTT;1431;1
MMA;1431;1
MMM;1432;1
TTZ;1438;1
EPI;1439;1
LVL;1442;1
RKB;1455;1
LNS;1456;1
NNO;1456;1
PMG;1472;1
NG5;1483;1
KBE;1495;1
G52;1506;1
KZU;1529;1
601;1537;1
PEP;1561;1
ZEM;1568;1
PHA;1576;1
C04;1592;0
NDU;1613;1
960;1615;1
END;1633;0
522;1633;1
220;1636;0
NTT;1656;1
STT;1664;1
TTß;1680;1
ODI;1697;1
CCH;1711;1
197;1713;1
SOD;1733;1
03S;1752;1
MCH;1756;1
CRA;1768;1
NEB;1792;1
ITK;1836;2
VFR;1848;1
RAA;1862;1
ICB;1872;1
CKC;1872;1
CBE;1889;1
KCH;1912;1
RBA;1915;0
IEI;1943;2
3SA;1961;1
SHS;1966;1
EEI;1992;1
MES;2104;1
FSC;2139;2
TVI;2144;1
HSA;2144;1
JDS;2176;1
RTV;2185;1
LJD;2416;1
907;2450;1
290;2485;1
ZZE;2528;1
NSO;2528;0
AAL;2568;0
97H;2648;1
ACN;2656;1
CKV;2744;1
ITI;2883;2
LSS;2920;1
ALO;2928;1
CKA;2968;1
LOR;2969;1
Z20;3069;1
CNV;3216;1
HE1;3232;1
SCF;3240;1
E14;3279;1
RNN;3288;1
NND;3288;1
ACR;3615;1
NWA;3623;1
PFS;3880;1
CRN;3976;1
SER;4052;0
SCV;4152;0
ERC;4185;0
S81;4215;1
XFU;4257;1
RCL;4457;1
LLA;4512;1
TKZ;4535;1
TIN;4641;1
810;4855;1
VCV;5043;1
WWW;5056;1
ZSV;5183;1
LAA;5432;1
VSS;5517;3
NNL;6248;1
CVS;6773;0
CVC;6880;3
CVX;8665;0
NAC;9154;0
SDL;9417;1
NAF;9469;1
AFD;9630;1
SAA;12672;1
RNV;13359;1
TED;14768;1
EDA;14856;1
SAD;15926;1
2222;161;7
EOKM;204;1
STEL;207;1
EINS;217;1
ATUT;225;1
MREI;225;1
RMRE;226;1
REIT;231;1
INST;232;1
TLIC;233;1
M046;239;1
JETZ;244;1
MSTE;247;1
EKOM;248;3
CHIB;248;1
NKTO;248;1
SLIN;249;1
OINI;249;1
CHTL;256;1
ISTE;257;1
TIGU;258;3
CHIE;263;1
EEST;264;1
KONT;264;1
OTEP;264;1
ZWAR;264;1
ISTI;264;3
TEES;265;1
EING;265;1
EHLE;269;1
RLET;271;1
MEIN;271;4
TUTS;272;1
HREI;272;1
ZTEN;272;1
LEAS;272;1
SIND;272;2
HLER;273;1
MLIC;276;2
TZTE;276;2
RLAU;277;2
CIHT;278;1
KTOI;279;1
ESLI;279;1
OKMM;280;1
IERU;280;2
CHRE;280;1
HTLI;280;1
IESL;280;1
UFEL;281;1
HEUT;281;1
NOTE;284;2
RIST;285;3
LIST;287;1
DANK;287;1
CHOP;288;2
ATIO;288;1
NICH;288;1
LFEN;288;1
ERLE;288;1
HTIG;288;2
TUEL;288;1
FERN;289;1
RICH;289;1
MERN;289;1
SING;292;1
CHIC;292;1
LING;292;2
ETZT;295;3
EICH;295;1
LETZ;295;4
TOIN;296;1
ERZE;296;2
KTIO;296;1
NGAM;296;1
LIEG;296;1
ALTU;296;1
EUFE;297;1
STIA;298;3
CHTI;300;2
KRIE;300;2
JERI;300;2
TION;301;1
ELFE;303;2
IONS;303;1
TATU;303;4
KEIT;304;0
SICH;304;1
DATI;304;1
MIND;304;1
VIER;304;1
ICHT;304;1
SOUR;304;3
EMEN;304;1
WEIT;304;1
CKIN;305;1
TEST;308;2
GINA;308;2
KONR;310;1
HICK;311;1
ANNS;311;2
PRIL;311;1
EINE;311;1
ANKE;312;1
ICHI;312;1
INIE;312;1
RAUC;312;1
NKTI;313;1
LESE;313;1
ESEN;313;1
ROJE;313;1
LGRE;316;2
RZEI;316;2
CHAU;316;2
NOCH;316;2
WEIS;317;1
HRIS;317;3
NCIH;319;1
EUTS;319;2
HELF;319;2
BIST;320;1
ALID;320;1
ICHE;320;0
SIEM;320;1
ISER;320;1
KING;320;1
ERNE;320;1
RHAR;320;1
HOPF;320;2
MACH;321;1
BEOK;321;1
MIDN;321;1
FENB;321;1
AHAH;321;1
TREI;322;1
EIGE;323;1
HTRE;323;1
LEAN;323;2
RIGI;324;2
REIC;324;2
KORR;325;0
CHAF;325;1
VERL;327;1
IVER;327;1
GREI;327;2
TERO;327;1
ROZE;328;1
EUTE;328;2
LIDA;328;1
LERH;328;1
ENEN;329;1
ORMR;329;1
EITE;329;7
BEKO;331;3
EMLI;331;2
KÄHT;331;3
EREN;331;4
ERWE;332;1
WERD;332;1
ORRE;333;0
IATI;334;1
RICK;335;1
EKTE;335;1
ERFO;336;2
DLIN;336;1
EITS;336;1
SIER;336;2
UTET;336;1
LAUB;336;2
FRAN;336;1
MEHR;336;1
CHÄT;336;1
WARZ;336;1
REIB;337;1
NENT;337;1
PROZ;337;1
IGEN;337;1
TODO;338;1
WENN;339;4
GUNG;340;2
URLA;340;2
MORG;340;5
FRAU;340;2
KOMM;340;0
CHRI;341;3
SCHI;341;1
CHER;342;1
LIVE;343;1
INER;343;1
WISC;343;1
RAUS;343;3
HÄTZ;344;1
UEHT;344;1
CHWA;344;1
INFO;344;2
HAFT;344;1
SKON;344;1
LSTE;344;1
ENTS;344;1
DERZ;344;2
